Date,Time,Board,Scope,Legato,Debug level,Process name,Process ID,Process Thread,Process Symbol,Exec File Name,Func name,Thread ID,Message
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,NewSessionStateHandler(),298," profileIndex 4, old connection status 2, new state 0, pdp Type 0"
Mar/4,14:57:57,swi-mdm9x28-wp,user.info,Legato:,INFO,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,main.c,CheckDisconnectionReason(),630, Enter Test Disconnection:---------------------------------------
Mar/4,14:57:57,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetDisconnectionReasonExt(),2735, Invalid reference ((nil)) provided!
Mar/4,14:57:57,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificDisconnectionCodeExt(),2792, Invalid reference ((nil)) provided!
Mar/4,14:57:57,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificFailureConnectionReasonExt(),2859, Invalid reference ((nil)) provided!
Mar/4,14:57:57,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificFailureConnectionReasonExt(),2849, failureTypePtr or failureCodePtr is NULL !
Mar/4,14:57:57,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificFailureConnectionReasonExt(),2849, failureTypePtr or failureCodePtr is NULL !
Mar/4,14:57:57,swi-mdm9x28-wp,user.info,Legato:,INFO,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,main.c,CheckDisconnectionReason(),694," Not-Dual: failureType: e, failureCode: 2"
Mar/4,14:57:57,swi-mdm9x28-wp,user.info,Legato:,INFO,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,main.c,CheckDisconnectionReason(),703," Normal: failureType: e, failureCode: 2"
Mar/4,14:57:57,swi-mdm9x28-wp,user.info,Legato:,INFO,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,main.c,CheckDisconnectionReason(),707, End Test Disconnection:---------------------------------------
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,le_mdc_GetBytesCounters(),2089," Received and transmitted bytes: rx=0, tx=0"
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,SetDataCounters(),960," Saved rxBytes=0, txBytes=0"
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,NewSessionStateHandler(),298," profileIndex 5, old connection status 2, new state 0, pdp Type 0"
Mar/4,14:57:57,swi-mdm9x28-wp,user.info,Legato:,INFO,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,main.c,CheckDisconnectionReason(),630, Enter Test Disconnection:---------------------------------------
Mar/4,14:57:57,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetDisconnectionReasonExt(),2735, Invalid reference ((nil)) provided!
Mar/4,14:57:57,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificDisconnectionCodeExt(),2792, Invalid reference ((nil)) provided!
Mar/4,14:57:57,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificFailureConnectionReasonExt(),2859, Invalid reference ((nil)) provided!
Mar/4,14:57:57,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificFailureConnectionReasonExt(),2849, failureTypePtr or failureCodePtr is NULL !
Mar/4,14:57:57,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificFailureConnectionReasonExt(),2849, failureTypePtr or failureCodePtr is NULL !
Mar/4,14:57:57,swi-mdm9x28-wp,user.info,Legato:,INFO,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,main.c,CheckDisconnectionReason(),694," Not-Dual: failureType: e, failureCode: 2"
Mar/4,14:57:57,swi-mdm9x28-wp,user.info,Legato:,INFO,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,main.c,CheckDisconnectionReason(),703," Normal: failureType: e, failureCode: 2"
Mar/4,14:57:57,swi-mdm9x28-wp,user.info,Legato:,INFO,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,main.c,CheckDisconnectionReason(),707, End Test Disconnection:---------------------------------------
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,NewSessionStateHandler(),298," profileIndex 2, old connection status 0, new state 2, pdp Type 0"
Mar/4,14:57:58,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,le_mdc_GetBytesCounters(),2089," Received and transmitted bytes: rx=0, tx=0"
Mar/4,14:57:58,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,SetDataCounters(),960," Saved rxBytes=0, txBytes=0"
Mar/4,14:57:58,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,NewSessionStateHandler(),298," profileIndex 2, old connection status 2, new state 0, pdp Type 0"
Mar/4,14:57:59,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,CreateModemProfile(),411, profileRef 0xbc1 created for index 101
Mar/4,14:57:59,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,framework,T=TestThread,thread.c,CreateThread(),541, Thread name 'AsyncStartStopSessionThread' has been truncated to 'AsyncStartStopSessionTh'.
Mar/4,14:57:59,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,framework,T=AsyncStartStopSessionTh,thread.c,PThreadStartRoutine(),415, Failed to set thread name for AsyncStartStopSessionTh (34).
Mar/4,14:57:59,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=AsyncStartStopSessionTh,le_mdc.c,le_mdc_StartSessionAsync(),1352, Send start data session command
Mar/4,14:57:59,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=MdcEventThread,le_mdc.c,NewSessionStateHandler(),298," profileIndex 1, old connection status 0, new state 2, pdp Type 0"
Mar/4,14:57:59,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=MdcEventThread,le_mdc.c,FindAsyncHandlerDbByHandler(),657, Found no async handler 0xb6c685b0 enlisted
Mar/4,14:57:59,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=MdcEventThread,le_mdc.c,ProcessCommandEventHandler(),814, Async handler 0xb6c685b0 not called as its client session is already closed
Mar/4,14:57:59,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,framework,T=TestThread,thread.c,CreateThread(),541, Thread name 'AsyncStartStopSessionThread' has been truncated to 'AsyncStartStopSessionTh'.
Mar/4,14:57:59,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,framework,T=AsyncStartStopSessionTh,thread.c,PThreadStartRoutine(),415, Failed to set thread name for AsyncStartStopSessionTh (34).
Mar/4,14:57:59,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=AsyncStartStopSessionTh,le_mdc.c,le_mdc_StopSessionAsync(),1454, Send stop data session command
Mar/4,14:57:59,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=MdcEventThread,le_mdc.c,le_mdc_GetBytesCounters(),2089," Received and transmitted bytes: rx=0, tx=0"
Mar/4,14:57:59,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=MdcEventThread,le_mdc.c,SetDataCounters(),960," Saved rxBytes=0, txBytes=0"
Mar/4,14:57:59,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=MdcEventThread,le_mdc.c,NewSessionStateHandler(),298," profileIndex 1, old connection status 2, new state 0, pdp Type 0"
Mar/4,14:57:59,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=MdcEventThread,le_mdc.c,FindAsyncHandlerDbByHandler(),657, Found no async handler 0xb6c685b0 enlisted
Mar/4,14:57:59,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=MdcEventThread,le_mdc.c,ProcessCommandEventHandler(),814, Async handler 0xb6c685b0 not called as its client session is already closed
Mar/4,14:57:59,swi-mdm9x28-wp,user.info,Legato:,INFO,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,main.c,CheckDisconnectionReason(),630, Enter Test Disconnection:---------------------------------------
Mar/4,14:57:59,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetDisconnectionReasonExt(),2735, Invalid reference ((nil)) provided!
Mar/4,14:57:59,swi-mdm9x28-wp,user.err,Legato:,=ERR=,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetDisconnectionReasonExt(),2748, Unsupported PDP type provided: 0
Mar/4,14:57:59,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificDisconnectionCodeExt(),2792, Invalid reference ((nil)) provided!
Mar/4,14:57:59,swi-mdm9x28-wp,user.err,Legato:,=ERR=,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificDisconnectionCodeExt(),2805, Unsupported PDP type provided: 0
Mar/4,14:57:59,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificFailureConnectionReasonExt(),2859, Invalid reference ((nil)) provided!
Mar/4,14:57:59,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificFailureConnectionReasonExt(),2849, failureTypePtr or failureCodePtr is NULL !
Mar/4,14:57:59,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificFailureConnectionReasonExt(),2849, failureTypePtr or failureCodePtr is NULL !
Mar/4,14:57:59,swi-mdm9x28-wp,user.err,Legato:,=ERR=,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificFailureConnectionReasonExt(),2872, Unsupported PDP type provided: 0
Mar/4,14:57:59,swi-mdm9x28-wp,user.info,Legato:,INFO,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,main.c,CheckDisconnectionReason(),684," Dual: failureType: 2d, failureCode: 7fffffff"
Mar/4,14:57:59,swi-mdm9x28-wp,user.info,Legato:,INFO,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,main.c,CheckDisconnectionReason(),703," Normal: failureType: e, failureCode: 2"
Mar/4,14:57:59,swi-mdm9x28-wp,user.info,Legato:,INFO,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,main.c,CheckDisconnectionReason(),707, End Test Disconnection:---------------------------------------
Mar/4,14:57:59,swi-mdm9x28-wp,user.info,Legato:,INFO,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,main.c,CheckDisconnectionReason(),630, Enter Test Disconnection:---------------------------------------
Mar/4,14:57:59,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetDisconnectionReasonExt(),2735, Invalid reference ((nil)) provided!
Mar/4,14:57:59,swi-mdm9x28-wp,user.err,Legato:,=ERR=,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetDisconnectionReasonExt(),2748, Unsupported PDP type provided: 0
Mar/4,14:57:59,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificDisconnectionCodeExt(),2792, Invalid reference ((nil)) provided!
Mar/4,14:57:59,swi-mdm9x28-wp,user.err,Legato:,=ERR=,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificDisconnectionCodeExt(),2805, Unsupported PDP type provided: 0
Mar/4,14:57:59,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificFailureConnectionReasonExt(),2859, Invalid reference ((nil)) provided!
Mar/4,14:57:59,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificFailureConnectionReasonExt(),2849, failureTypePtr or failureCodePtr is NULL !
Mar/4,14:57:59,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificFailureConnectionReasonExt(),2849, failureTypePtr or failureCodePtr is NULL !
Mar/4,14:57:59,swi-mdm9x28-wp,user.err,Legato:,=ERR=,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificFailureConnectionReasonExt(),2872, Unsupported PDP type provided: 0
Mar/4,14:57:59,swi-mdm9x28-wp,user.info,Legato:,INFO,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,main.c,CheckDisconnectionReason(),684," Dual: failureType: 2d, failureCode: 7fffffff"
Mar/4,14:57:59,swi-mdm9x28-wp,user.info,Legato:,INFO,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,main.c,CheckDisconnectionReason(),703," Normal: failureType: e, failureCode: 2"
Mar/4,14:57:59,swi-mdm9x28-wp,user.info,Legato:,INFO,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,main.c,CheckDisconnectionReason(),707, End Test Disconnection:---------------------------------------
Mar/4,14:57:59,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,le_mdc_GetBytesCounters(),2089," Received and transmitted bytes: rx=369258147, tx=123456789"
Mar/4,14:57:59,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,SetDataCounters(),960," Saved rxBytes=369258147, txBytes=123456789"
Mar/4,14:57:59,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,le_mdc_ResetBytesCounter(),2111, Reset received and transmitted bytes
Mar/4,14:57:59,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,SetDataCounters(),960," Saved rxBytes=0, txBytes=0"
Mar/4,14:57:59,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,le_mdc_GetBytesCounters(),2089," Received and transmitted bytes: rx=0, tx=0"
Mar/4,14:57:59,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,SetDataCounters(),960," Saved rxBytes=0, txBytes=0"
Mar/4,14:57:59,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,le_mdc_StopBytesCounter(),2139, Stop counting received and transmitted bytes
Mar/4,14:57:59,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,SetDataCounterState(),904, New data counter activation state: 0
Mar/4,14:57:59,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,le_mdc_StartBytesCounter(),2165, Start counting received and transmitted bytes
Mar/4,14:57:59,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,SetDataCounterState(),904, New data counter activation state: 1
Mar/4,14:57:59,swi-mdm9x28-wp,user.info,Legato:,INFO,mdcUnitTest,3140,mdcUnitTest,T=TestThread,main.c,TestThread(),1056, ======== UnitTest of MDC API ends with SUCCESS ========
